"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 23 14:44:28 GMT 2023","Sat Dec 23 14:44:28 GMT 2023","95","","com.qxam.tests.HomePageTests","","com.qxam.tests.HomePageTests","shouldIncludeNameInFooter","shouldIncludeNameInFooter()",""
"passed","Sat Dec 23 14:44:28 GMT 2023","Sat Dec 23 14:44:28 GMT 2023","181","","com.qxam.tests.HomePageTests","","com.qxam.tests.HomePageTests","shouldIncludeBrandName","shouldIncludeBrandName()",""
