"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 21 15:58:31 GMT 2023","Thu Dec 21 15:58:32 GMT 2023","182","","com.qxam.tests.HomePageTests","","com.qxam.tests.HomePageTests","shouldIncludeBrandName","shouldIncludeBrandName()",""
"passed","Thu Dec 21 15:58:32 GMT 2023","Thu Dec 21 15:58:32 GMT 2023","99","","com.qxam.tests.HomePageTests","","com.qxam.tests.HomePageTests","shouldIncludeNameInFooter","shouldIncludeNameInFooter()",""
